,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Failure Type
604,1,297.9,309.9,1542,33.8,33,0
605,2,297.9,309.8,1693,29.9,35,0
606,1,297.9,309.8,1461,50.5,38,0
607,2,298.0,309.9,1565,33.9,40,0
608,1,298.0,309.9,1403,47.7,43,0
609,1,298.1,309.9,1629,32.5,45,0
610,1,298.1,310.0,1534,33.7,47,0
611,1,298.1,310.0,1553,40.9,49,0
612,1,298.1,309.9,1563,32.8,51,0
613,1,298.1,309.9,1634,30.0,53,0
614,2,298.0,309.9,1445,45.2,55,0
615,1,298.1,309.9,1642,30.4,58,0
616,0,298.1,309.9,1686,29.1,60,0
617,2,298.1,310.0,1393,43.1,65,0
618,0,298.2,310.0,1433,44.2,68,0
619,1,298.3,310.0,1507,44.7,73,0
620,2,298.3,310.1,1389,49.6,75,0
621,1,298.3,310.1,1408,45.3,78,0
622,2,298.4,310.2,1725,32.0,80,0
623,1,298.4,310.1,1926,23.7,83,0
624,0,298.3,310.1,1509,37.6,85,0
625,1,298.3,310.1,1545,36.3,90,0
626,1,298.4,310.1,1533,35.2,92,0
627,1,298.4,310.1,1455,42.2,94,0
628,2,298.4,310.1,1335,57.8,96,0
629,1,298.3,310.1,1523,45.9,99,0
630,1,298.3,310.0,1460,47.6,101,0
631,1,298.4,310.0,1554,37.3,103,0
632,0,298.3,310.0,1419,47.1,105,0
633,1,298.3,310.0,1442,43.9,110,0
634,1,298.3,309.9,1507,41.6,112,0
635,1,298.3,310.0,1858,23.9,114,0
636,1,298.3,309.9,1463,43.9,116,0
637,1,298.2,309.7,1585,37.4,118,0
638,1,298.0,309.6,1536,37.3,120,0
639,1,298.0,309.6,1403,51.3,122,0
640,2,297.9,309.6,1515,38.8,124,0
641,1,297.9,309.5,1390,47.9,127,0
642,2,297.8,309.4,1226,58.7,129,0
643,2,297.8,309.4,1495,36.5,132,0
644,0,297.7,309.4,1608,30.2,135,0
645,1,297.7,309.4,1392,44.1,140,0
646,2,297.7,309.4,1461,43.7,142,0
647,1,297.7,309.3,1559,36.9,145,0
648,0,297.7,309.3,1400,48.9,147,0
649,2,297.7,309.2,1732,28.8,152,0
650,1,297.6,309.2,1611,33.1,155,0
651,1,297.6,309.1,1503,38.9,157,0
652,1,297.7,309.2,1391,44.5,159,0
653,1,297.8,309.3,2015,20.1,161,0
654,1,297.8,309.2,1683,30.9,163,0
655,1,297.7,309.1,1435,38.8,165,0
656,2,297.7,309.1,1732,28.1,167,0
657,1,297.7,309.2,1365,58.6,170,0
658,1,297.7,309.1,1562,36.8,172,0
659,1,297.6,309.1,1449,49.1,174,0
660,2,297.7,309.2,1700,27.4,176,0
661,2,297.6,309.0,1427,45.6,179,0
662,2,297.6,308.9,1479,38.1,182,0
663,1,297.5,308.9,1469,44.0,185,0
664,1,297.5,308.9,1390,47.4,187,0
665,1,297.5,308.9,1729,28.1,189,0
666,1,297.5,309.0,1470,43.5,191,0
667,1,297.5,308.9,1459,48.5,193,0
668,1,297.5,308.9,1738,24.0,195,0
669,0,297.5,308.9,1471,37.7,197,0
670,1,297.6,309.0,1822,25.4,202,0
671,1,297.5,308.9,1554,34.8,204,0
672,2,297.6,308.9,1433,43.2,206,0
673,1,297.6,308.9,1449,47.7,209,0
674,1,297.8,309.0,1456,41.2,0,0
675,2,297.8,309.1,1424,45.5,2,0
676,0,297.9,309.2,1577,34.7,5,0
677,1,297.9,309.2,1478,39.7,10,0
678,2,297.8,309.2,1295,61.2,12,0
679,1,297.8,309.2,1372,47.3,15,0
680,2,297.8,309.1,1432,42.6,17,0
681,2,297.7,309.0,1656,33.2,20,0
682,0,297.8,309.0,1410,48.8,23,0
683,1,297.7,309.0,1874,24.4,28,0
684,1,297.7,309.0,1538,43.2,30,0
685,2,297.7,309.0,1636,29.7,32,0
686,2,297.7,309.0,1504,40.4,35,0
687,2,297.7,309.0,1531,42.4,38,0
688,0,297.6,309.0,1735,26.4,41,0
689,0,297.6,309.0,1354,55.6,46,0
690,0,297.6,309.0,1413,40.2,51,0
691,1,297.7,309.1,1563,39.3,56,0
692,1,297.7,309.1,1479,42.1,58,0
693,1,297.7,309.1,1477,38.3,60,0
694,1,297.6,309.1,1394,50.0,62,0
695,1,297.6,309.0,1487,45.4,64,0
696,2,297.6,309.0,1815,25.3,66,0
697,2,297.6,308.8,1453,39.7,69,0
698,1,297.6,308.8,1539,40.2,72,0
699,0,297.5,308.7,1416,39.2,74,0
700,2,297.6,308.8,1683,31.6,79,0
701,1,297.7,308.8,1515,40.1,82,0
702,2,297.7,308.9,1531,48.3,84,0
703,0,297.7,308.9,1479,40.9,87,0
704,1,297.7,308.9,1516,33.7,92,0
705,1,297.7,309.0,1507,38.2,94,0
706,2,297.8,309.0,1434,43.3,96,0
707,1,297.7,308.9,1838,27.3,99,0
708,2,297.6,308.8,1416,45.9,101,0
709,2,297.6,308.8,1357,49.7,104,0
710,2,297.5,308.7,1697,28.1,107,0
711,1,297.5,308.7,1443,46.2,110,0
712,1,297.5,308.7,1453,37.6,112,0
713,1,297.4,308.6,1439,46.4,114,0
714,1,297.4,308.6,1609,36.2,116,0
715,1,297.4,308.6,1324,59.1,118,0
716,0,297.4,308.6,1420,45.8,120,0
717,1,297.4,308.7,1545,36.9,125,0
718,1,297.5,308.8,1477,39.0,127,0
719,1,297.4,308.8,1447,58.1,129,0
720,1,297.4,308.9,1809,23.8,131,0
721,1,297.5,308.9,1696,30.9,133,0
722,1,297.5,308.9,1427,44.7,135,0
723,2,297.4,308.9,1500,46.3,137,0
724,1,297.5,308.9,1390,44.6,140,0
725,1,297.4,308.8,1640,34.2,142,0
726,2,297.4,308.8,1628,37.4,144,0
727,0,297.3,308.6,1499,37.6,147,0
728,2,297.4,308.7,1425,50.3,152,0
729,1,297.3,308.6,1586,37.7,155,0
730,2,297.3,308.6,1471,50.7,157,0
731,2,297.3,308.6,1431,53.0,160,0
732,1,297.2,308.6,1924,22.1,163,0
733,2,297.1,308.4,1421,42.0,165,0
734,0,297.0,308.4,1305,54.6,168,0
735,1,296.9,308.4,1557,32.4,173,0
736,1,296.9,308.3,1555,38.2,175,0
737,0,296.9,308.3,1474,39.2,177,0
738,1,296.8,308.3,1506,45.9,182,0
739,1,296.9,308.4,1390,41.8,184,0
740,2,296.9,308.4,1450,46.9,186,0
741,1,296.9,308.3,1513,38.8,189,0
742,1,296.8,308.2,1643,34.7,191,0
743,1,296.8,308.2,1361,53.8,193,0
744,1,296.7,308.1,1450,40.9,195,0
745,1,296.7,308.0,1451,50.7,197,0
746,1,296.8,308.1,1289,62.0,199,3
747,1,296.8,308.1,1356,48.3,201,0
748,0,296.7,308.1,1528,46.3,203,0
749,1,296.6,308.0,1978,22.3,208,0
750,1,296.7,308.0,1535,36.8,210,0
751,2,296.8,308.1,1843,24.2,212,0
752,1,296.9,308.1,1422,48.7,215,0
753,1,296.8,308.0,1536,40.4,217,0
754,2,296.9,308.1,1483,44.3,219,0
755,0,296.8,308.1,1492,43.7,222,0
756,1,296.8,308.0,1584,40.4,227,0
757,1,296.9,308.1,1555,33.7,229,0
758,1,296.8,308.0,1497,41.7,231,0
759,2,296.7,307.8,1537,36.3,233,0
760,1,296.7,307.8,1505,39.4,236,0
761,1,296.7,307.8,1646,34.6,238,0
762,2,296.7,307.8,1286,60.5,0,0
763,1,296.7,307.8,1400,47.5,3,0
764,1,296.8,307.9,1337,56.5,5,0
765,1,296.9,308.0,1332,53.9,7,0
766,1,296.8,308.0,1561,38.3,9,0
767,1,296.9,308.0,1546,31.1,11,0
768,1,296.9,308.0,1713,29.3,13,0
769,1,296.9,308.0,1343,44.5,15,0
770,1,296.8,308.0,1391,54.4,17,0
771,0,296.8,308.0,1311,58.6,19,0
772,0,296.8,308.0,1453,51.0,24,0
773,1,296.8,308.0,1510,39.4,29,0
774,1,296.8,307.9,1448,48.8,31,0
775,1,296.7,307.8,1453,46.0,33,0
776,1,296.7,307.8,1468,39.2,35,0
777,1,296.7,307.8,1382,47.5,37,0
778,1,296.7,308.0,1580,32.2,39,0
779,1,296.8,308.0,1666,29.8,41,0
780,2,296.9,308.0,1409,50.7,43,0
781,1,296.8,308.0,1675,29.7,46,0
782,1,296.8,307.9,1698,30.8,48,0
783,0,296.7,307.9,1579,33.4,50,0
784,1,296.7,307.9,1743,27.9,55,0
785,2,296.9,308.0,1497,44.8,57,0
786,1,296.9,308.1,1741,28.8,60,0
787,1,296.9,308.1,1435,45.3,62,0
788,2,296.9,308.1,1440,46.3,64,0
789,2,296.9,308.0,1641,33.3,67,0
790,1,296.8,307.9,1420,45.4,70,0
791,1,296.8,307.9,1611,35.4,72,0
792,1,296.8,307.8,1373,42.9,74,0
793,2,296.8,307.9,1683,31.8,76,0
794,0,296.9,307.9,1547,32.6,79,0
795,1,296.9,307.8,1605,37.0,84,0
796,2,296.9,307.9,2010,18.9,86,0
797,1,296.8,307.7,1565,40.1,89,0
798,2,296.9,307.8,1828,24.6,91,0
799,2,297.0,307.8,1579,34.1,94,0
800,2,297.0,307.9,1882,24.2,97,0
801,1,296.9,307.8,1285,52.1,100,0
802,1,296.9,307.8,1571,35.0,102,0
803,0,296.9,307.8,1549,37.8,104,0
804,2,296.9,307.8,1544,37.6,109,0
805,2,297.0,307.9,1412,47.4,112,0
806,2,297.0,307.9,1422,53.0,115,0
807,1,297.0,307.7,1867,22.8,118,0
808,1,296.9,307.7,1424,43.3,120,0
809,1,296.9,307.6,1452,45.7,122,0
810,1,296.9,307.7,1550,39.7,124,0
811,1,296.8,307.6,1588,37.6,126,0
812,1,296.8,307.6,1338,44.4,128,0
813,1,296.8,307.6,1513,40.0,130,0
814,2,296.8,307.5,1470,45.9,132,0
815,2,296.8,307.5,1516,36.7,135,0
816,1,296.8,307.6,1434,48.3,138,0
817,1,296.8,307.6,1368,52.0,140,0
818,1,296.8,307.6,1304,48.7,142,0
819,1,296.8,307.6,1398,46.7,144,0
820,1,296.7,307.6,1516,37.4,146,0
821,1,296.7,307.6,1474,41.7,148,0
822,2,296.7,307.6,1547,34.7,150,0
823,2,296.6,307.5,1482,39.9,153,0
824,1,296.6,307.4,1436,42.8,156,0
825,1,296.6,307.3,1474,40.0,158,0
826,1,296.5,307.2,1481,38.2,160,0
827,1,296.5,307.3,1501,42.1,162,0
828,1,296.5,307.3,1566,37.2,164,0
829,1,296.5,307.3,1579,34.5,166,0
830,1,296.6,307.4,1631,35.0,168,0
831,2,296.6,307.4,1544,42.3,170,0
832,1,296.6,307.4,1521,38.6,173,0
833,1,296.6,307.4,1616,28.0,175,0
834,0,296.6,307.4,1333,50.2,177,0
835,2,296.7,307.4,1533,32.5,182,0
836,1,296.6,307.4,1368,45.1,185,0
837,1,296.6,307.4,1465,47.8,187,0
838,0,296.6,307.4,1406,41.5,189,0
839,2,296.5,307.4,1565,43.5,194,0
840,1,296.6,307.5,1582,37.9,197,0
841,1,296.6,307.5,1439,45.5,199,0
842,2,296.6,307.5,1566,35.0,201,0
843,1,296.6,307.5,1485,42.7,204,0
844,1,296.5,307.5,1566,35.1,206,0
845,1,296.3,307.3,1439,41.5,208,0
846,2,296.4,307.4,1416,50.0,210,0
847,1,296.4,307.4,2833,5.6,213,2
848,1,296.3,307.4,1465,47.1,215,0
849,0,296.4,307.4,1586,35.5,0,0
850,1,296.3,307.3,1567,31.4,5,0
851,2,296.2,307.2,1389,48.6,7,0
852,2,296.3,307.3,1368,49.5,10,0
853,1,296.3,307.3,1444,49.0,13,0
854,2,296.3,307.3,1498,41.6,15,0
855,1,296.1,307.2,1615,30.8,18,0
856,1,296.1,307.1,1898,22.7,20,0
857,2,296.1,307.1,1350,53.3,22,0
858,2,296.2,307.0,1516,37.6,25,0
859,0,296.2,307.0,1542,40.6,28,0
860,0,296.1,306.9,1541,32.6,33,0
861,2,296.1,306.9,1951,23.3,38,0
862,0,296.1,306.8,1645,31.0,41,0
863,1,296.0,306.7,1416,44.2,46,0
864,2,296.0,306.7,2044,22.3,48,0
865,1,295.9,306.6,1414,50.2,51,0
866,1,295.9,306.6,1678,26.7,53,0
867,0,295.9,306.5,1594,33.2,55,0
868,2,295.8,306.5,1514,37.7,60,0
869,1,295.8,306.5,1358,49.2,63,0
870,1,295.8,306.4,1325,56.2,65,0
871,1,295.8,306.4,1339,53.2,67,0
872,2,295.8,306.4,1335,51.7,69,0
873,1,295.9,306.4,1892,21.7,72,0
874,1,295.9,306.4,1575,28.5,74,0
875,2,295.8,306.3,1444,45.5,76,0
876,1,295.7,306.3,1915,22.4,79,0
877,2,295.6,306.2,1584,33.6,81,0
878,2,295.7,306.3,1685,34.9,84,0
879,1,295.8,306.3,1337,54.6,87,0
880,2,295.8,306.3,1235,76.2,89,2
881,1,295.7,306.2,1464,46.2,92,0
882,2,295.7,306.2,1739,25.9,94,0
883,1,295.7,306.3,1490,34.3,97,0
884,1,295.8,306.4,1356,48.0,99,0
885,1,295.7,306.2,1397,52.0,101,0
886,1,295.7,306.2,1458,40.6,103,0
887,0,295.7,306.2,2161,16.5,105,0
888,2,295.6,306.1,1651,28.1,110,0
889,1,295.6,306.1,1389,46.2,113,0
890,1,295.6,306.0,1370,52.4,115,0
891,1,295.7,306.1,1408,47.9,117,0
892,1,295.7,306.1,1343,54.4,119,0
893,2,295.7,306.2,1423,42.5,121,0
894,1,295.6,306.2,1426,48.6,124,0
895,2,295.6,306.2,1435,51.6,126,0
896,1,295.5,306.1,1573,35.1,129,0
897,1,295.6,306.2,1612,31.2,131,0
898,1,295.6,306.2,1446,49.9,133,0
899,0,295.6,306.2,1329,55.3,135,0
900,1,295.6,306.2,1569,35.1,140,0
901,0,295.6,306.1,1256,62.3,142,0
902,1,295.6,306.1,1383,48.7,147,0
903,1,295.7,306.2,2270,14.6,149,2
904,0,295.7,306.2,1458,49.8,151,0
905,1,295.6,306.1,1474,41.2,156,0
906,2,295.6,306.1,1462,49.2,158,0
907,2,295.6,306.1,1669,29.0,161,0
908,2,295.5,306.1,1822,24.3,164,0
909,1,295.5,306.0,1456,39.2,167,0
910,1,295.5,306.0,1546,35.9,169,0
911,2,295.6,306.1,1490,42.7,171,0
912,1,295.6,306.0,1569,40.4,174,0
913,1,295.5,306.0,1621,29.5,176,0
914,2,295.4,305.9,1518,40.6,178,0
915,2,295.4,305.8,1526,38.2,181,0
916,2,295.3,305.8,1589,36.2,184,0
917,1,295.3,305.7,1475,51.0,187,0
918,2,295.3,305.7,1473,38.5,189,0
919,1,295.4,305.8,1407,50.7,192,0
920,2,295.5,305.9,1518,44.1,194,0
921,0,295.5,305.9,1593,37.2,197,0
922,2,295.5,305.9,1380,52.4,202,0
923,2,295.5,306.0,1423,45.3,205,0
924,1,295.5,306.0,1800,27.6,208,0
925,0,295.6,306.1,1623,30.9,210,0
926,1,295.6,306.1,1372,55.6,215,3
927,0,295.6,306.0,1396,52.4,0,0
928,1,295.6,306.0,1949,21.9,5,0
929,1,295.6,306.0,1419,51.1,7,0
930,2,295.5,305.9,1453,47.3,9,0
931,1,295.5,305.9,1542,36.2,12,0
932,1,295.6,306.0,1363,50.0,14,0
933,1,295.5,306.0,1597,37.2,16,0
934,2,295.5,306.0,1326,50.8,18,0
935,2,295.5,306.0,1641,36.6,21,0
936,2,295.6,306.1,1418,46.2,24,0
937,1,295.6,306.2,1263,61.8,27,0
938,1,295.6,306.2,1823,25.8,29,0
939,1,295.5,306.1,1488,40.7,31,0
940,1,295.6,306.2,1443,48.9,33,0
941,1,295.6,306.2,1650,28.2,35,0
942,2,295.7,306.3,1462,44.3,37,0
943,2,295.6,306.2,1477,45.0,40,0
944,2,295.7,306.3,1712,28.5,43,0
945,2,295.7,306.3,1347,50.4,46,0
946,1,295.6,306.2,1287,54.8,49,0
947,1,295.6,306.2,1428,44.5,51,0
948,2,295.6,306.3,1426,45.5,53,0
949,1,295.6,306.3,1636,32.7,56,0
950,1,295.6,306.2,1424,42.5,58,0
951,0,295.6,306.3,1509,35.8,60,0
952,1,295.5,306.2,1448,48.9,65,0
953,1,295.5,306.1,1650,32.8,67,0
954,0,295.6,306.2,1414,42.5,69,0
955,1,295.6,306.3,1911,20.9,74,0
956,0,295.6,306.2,1632,32.2,76,0
957,2,295.7,306.4,1387,40.1,81,0
958,1,295.8,306.4,1399,47.6,84,0
959,1,295.8,306.5,1505,35.2,86,0
960,1,295.8,306.5,1534,37.9,88,0
961,1,295.8,306.5,1493,40.5,90,0
962,2,295.8,306.6,1480,43.2,92,0
963,1,295.8,306.6,1621,31.6,95,0
964,1,295.7,306.5,1737,26.2,97,0
965,1,295.8,306.6,1508,46.5,99,0
966,2,295.8,306.5,1641,32.2,101,0
967,2,295.9,306.6,1532,38.6,104,0
968,1,295.9,306.7,1547,40.9,107,0
969,1,295.9,306.6,1412,41.0,109,0
970,1,295.8,306.5,1568,35.1,111,0
971,1,295.9,306.6,1557,41.1,113,0
972,1,295.8,306.6,1644,35.2,115,0
973,1,295.9,306.6,1679,30.4,117,0
974,1,296.0,306.6,1511,35.2,119,0
975,2,296.0,306.6,1628,36.8,121,0
976,2,296.0,306.6,1392,51.3,124,0
977,1,296.0,306.7,1917,21.0,127,0
978,2,296.2,306.8,1526,42.3,129,0
979,1,296.2,306.8,1389,53.3,132,0
980,1,296.1,306.7,1409,42.8,134,0
981,1,296.2,306.8,1655,31.1,136,0
982,1,296.2,306.9,1516,39.1,138,0
983,1,296.2,306.9,1526,34.9,140,0
984,1,296.3,307.1,1419,48.6,142,0
985,1,296.4,307.2,1748,25.3,144,0
986,0,296.4,307.1,1638,32.5,146,0
987,2,296.3,307.1,1534,33.8,151,0
988,0,296.3,307.1,1774,25.9,154,0
989,2,296.2,307.0,2119,18.3,159,0
990,1,296.2,307.0,1414,48.3,162,0
991,2,296.1,307.0,1523,42.0,164,0
992,1,296.1,307.1,1651,35.7,167,0
993,2,296.1,307.1,1485,36.0,169,0
994,2,296.2,307.2,1168,63.4,172,0
995,1,296.3,307.3,1566,35.8,175,0
996,2,296.3,307.2,1286,51.1,177,0
997,2,296.3,307.2,1446,45.9,180,0
998,2,296.4,307.2,2071,19.4,183,0
999,1,296.3,307.1,1560,33.2,186,0
1000,1,296.3,307.1,1654,29.6,188,0
1001,1,296.3,307.1,1662,32.9,190,0
1002,1,296.3,307.2,1646,35.0,192,0
1003,1,296.2,307.1,1444,46.7,194,0
1004,0,296.3,307.2,1424,42.0,196,0
1005,1,296.2,307.2,1382,52.0,201,0
1006,1,296.2,307.1,1413,53.4,203,0
1007,2,296.2,307.2,1633,31.1,0,0
1008,1,296.2,307.1,1441,41.7,3,0
1009,2,296.2,307.2,1385,44.0,5,0
1010,2,296.2,307.2,1552,34.8,8,0
1011,2,296.2,307.3,1451,42.8,11,0
1012,2,296.1,307.1,1433,38.5,14,0
1013,2,296.1,307.2,1619,29.7,17,0
1014,1,296.2,307.2,1445,41.8,20,0
1015,1,296.2,307.2,1356,43.6,22,0
1016,2,296.3,307.2,1319,68.3,24,2
1017,1,296.3,307.2,1637,31.6,27,0
1018,1,296.3,307.2,1291,58.6,29,0
1019,1,296.3,307.3,1398,52.7,31,0
1020,1,296.3,307.3,1372,57.7,33,0
1021,2,296.3,307.2,1454,42.5,35,0
1022,1,296.2,307.2,1515,36.5,38,0
1023,1,296.2,307.3,1881,24.3,40,0
1024,1,296.2,307.3,1711,29.9,42,0
1025,1,296.2,307.3,1475,37.0,44,0
1026,1,296.4,307.4,1512,36.8,46,0
1027,2,296.3,307.4,1335,50.5,48,0
1028,1,296.3,307.4,1472,39.9,51,0
1029,2,296.2,307.3,1477,35.2,53,0
1030,1,296.3,307.4,1760,28.4,56,0
1031,1,296.4,307.5,1549,36.1,58,0
1032,1,296.3,307.4,1648,34.0,60,0
1033,0,296.4,307.5,1556,38.0,62,0
1034,2,296.3,307.4,1958,19.1,67,0
1035,1,296.4,307.4,1403,48.4,70,0
1036,2,296.4,307.5,1684,31.4,72,0
1037,0,296.4,307.5,1596,35.1,75,0
1038,1,296.6,307.6,1498,41.1,80,0
1039,1,296.7,307.7,1524,36.8,82,0
1040,1,296.7,307.7,1502,43.9,84,0
1041,1,296.6,307.6,1809,25.1,86,0
1042,1,296.6,307.6,1542,37.4,88,0
1043,1,296.5,307.6,1431,45.2,90,0
1044,1,296.5,307.6,1512,43.6,92,0
1045,0,296.4,307.5,1403,52.8,94,0
1046,1,296.4,307.5,1331,47.8,99,0
1047,2,296.6,307.7,1474,52.6,101,0
1048,1,296.5,307.6,1607,33.5,104,0
1049,1,296.5,307.6,1415,44.2,106,0
1050,1,296.6,307.6,1671,28.8,108,0
1051,1,296.6,307.7,1556,37.7,110,0
1052,1,296.7,307.7,1927,23.9,112,0
1053,2,296.7,307.7,1597,32.1,114,0
1054,0,296.8,307.8,1627,30.5,117,0
1055,1,296.8,307.8,1480,39.4,122,0
1056,1,296.8,307.8,1565,39.5,124,0
1057,1,296.8,307.8,1573,36.4,126,0
1058,1,296.7,307.8,1605,31.3,128,0
1059,2,296.7,307.9,1874,21.3,130,0
1060,0,296.7,307.9,1424,53.8,133,0
1061,1,296.7,307.9,1420,50.1,138,0
1062,1,296.8,307.9,1372,49.0,140,0
1063,2,296.8,307.8,1664,32.8,142,0
1064,2,296.8,307.9,1409,44.3,145,0
1065,1,296.8,307.9,1718,25.2,148,0
1066,2,296.9,307.8,1544,40.3,150,0
1067,1,296.9,307.8,1466,45.7,153,0
1068,1,296.8,307.8,1394,47.7,155,0
1069,2,296.9,307.8,1840,24.6,157,0
1070,2,296.9,307.8,1477,37.2,160,0
1071,1,296.9,307.8,1425,49.1,163,0
1072,2,297.0,307.9,1414,46.2,165,0
1073,1,297.0,307.8,1414,47.5,168,0
1074,1,297.0,307.9,1595,31.7,170,0
1075,0,296.9,307.8,1345,54.5,172,0
1076,1,296.9,307.7,1653,35.9,177,0
1077,1,296.8,307.6,1547,36.5,179,0
1078,0,296.9,307.7,1656,30.8,181,0
1079,1,297.0,307.7,1731,28.5,186,0
1080,1,297.0,307.8,1774,28.0,188,0
1081,1,297.0,307.8,1521,40.2,190,0
1082,0,297.1,307.9,1420,39.8,192,0
1083,1,297.0,307.8,1683,32.3,197,0
1084,2,297.0,307.7,1498,47.1,199,0
1085,1,297.0,307.8,1385,56.4,202,3
1086,1,297.0,307.9,1455,49.0,204,0
1087,0,296.9,307.8,1549,35.8,206,4
1088,2,296.9,307.8,1392,43.9,0,0
1089,2,296.9,307.7,2008,17.5,3,0
1090,1,296.9,307.7,1464,41.4,6,0
1091,1,297.0,307.7,1447,46.4,8,0
1092,2,296.9,307.6,1685,32.0,10,0
1093,2,296.8,307.5,1443,39.2,13,0
1094,1,296.9,307.5,1354,44.4,16,0
1095,1,296.9,307.5,2721,9.3,18,2
1096,1,297.0,307.6,1680,35.8,20,0
1097,0,296.9,307.5,1397,48.3,22,0
1098,2,296.9,307.4,1521,37.9,27,0
1099,2,296.8,307.4,1472,43.9,30,0
1100,0,296.8,307.5,1695,30.0,33,0
1101,0,296.7,307.5,1607,33.6,38,0
1102,1,296.8,307.5,1347,54.8,43,0
1103,2,296.7,307.4,1540,38.7,45,0
1104,1,296.6,307.4,1389,42.7,48,0
1105,2,296.6,307.5,1734,27.0,50,0
1106,1,296.7,307.6,1540,38.6,53,0
1107,2,296.7,307.5,1515,42.1,55,0
1108,1,296.6,307.4,1504,45.8,58,0
1109,1,296.6,307.5,1557,35.1,60,0
1110,1,296.5,307.4,1292,52.5,62,0
1111,0,296.5,307.4,1432,49.2,64,0
1112,2,296.5,307.4,1350,55.6,69,0
1113,2,296.6,307.4,1790,25.8,72,0
1114,0,296.4,307.3,1540,37.4,75,0
1115,2,296.4,307.3,2077,19.1,80,0
1116,1,296.4,307.3,1487,37.5,83,0
1117,1,296.5,307.4,1523,40.7,85,0
1118,1,296.5,307.5,1443,41.8,87,0
1119,1,296.5,307.5,1340,59.1,89,0
1120,0,296.6,307.7,1654,31.0,91,0
1121,1,296.6,307.6,1459,40.2,96,0
1122,1,296.5,307.6,1541,38.5,98,0
1123,0,296.6,307.7,1386,62.3,100,2
1124,2,296.7,307.8,1258,69.0,105,2
1125,2,296.7,307.8,1375,51.4,108,0
1126,1,296.8,307.9,1706,30.8,111,0
1127,2,296.7,307.8,1672,32.4,113,0
1128,2,296.8,307.9,1843,25.2,116,0
1129,1,296.7,307.9,1690,29.6,119,0
1130,1,296.8,307.9,1413,46.5,121,0
1131,1,296.8,307.9,1489,33.4,123,0
1132,1,296.8,307.9,1271,61.4,125,0
1133,2,296.8,307.9,1418,47.9,127,0
1134,2,296.9,307.8,1426,50.7,130,0
1135,1,296.9,307.9,1535,39.2,133,0
1136,1,296.9,307.8,1557,38.1,135,0
1137,1,296.9,307.8,1653,29.7,137,0
1138,1,296.9,307.9,1435,41.6,139,0
1139,2,297.0,307.9,1569,33.3,141,0
1140,2,296.9,307.9,1385,44.8,144,0
1141,1,297.0,307.9,1635,31.6,147,0
1142,1,296.9,307.9,1423,43.9,149,0
1143,1,297.0,307.9,1479,39.2,151,0
1144,1,297.0,307.9,1296,69.1,153,2
1145,1,297.0,307.8,1553,33.3,155,0
1146,1,297.0,307.9,1529,42.2,157,0
1147,2,297.1,308.0,1690,25.6,159,0
1148,1,297.1,308.0,1348,58.0,162,0
1149,1,297.2,308.1,1446,38.5,164,0
1150,1,297.1,307.9,1456,50.0,166,0
1151,1,297.0,307.9,1350,47.7,168,0
1152,1,297.1,307.9,1507,38.3,170,0
1153,0,297.0,307.9,1448,45.6,172,0
1154,1,296.9,307.9,1626,29.9,177,0
1155,0,297.0,307.9,1846,27.3,179,0
1156,0,297.0,307.8,1404,40.7,184,0
1157,1,297.0,307.8,1583,37.2,189,0
1158,1,297.0,307.9,1436,47.7,191,0
1159,1,297.0,307.8,1609,35.6,193,0
1160,0,297.0,307.7,1834,23.8,195,0
1161,1,297.0,307.8,1316,61.2,200,3
1162,1,296.9,307.8,1400,57.1,202,3
1163,1,296.9,307.9,1367,47.1,204,0
1164,1,297.1,308.1,1754,30.3,206,0
1165,1,297.1,308.1,1487,34.6,208,0
1166,2,297.1,308.1,1506,37.7,210,0
1167,1,297.0,308.1,1362,52.5,213,3
1168,1,297.1,308.1,1584,36.8,215,0
1169,1,297.0,308.1,1355,43.7,217,0
1170,2,297.1,308.1,1823,24.3,219,0
1171,0,297.0,308.1,1517,41.4,222,0
1172,1,297.1,308.1,1446,36.6,227,0
1173,0,297.1,308.0,1559,38.8,229,0
1174,2,297.1,308.1,1352,44.4,0,0
1175,2,297.2,308.3,1578,37.8,3,0
1176,2,297.2,308.3,1429,42.0,6,0
1177,2,297.2,308.3,1604,39.4,9,0
1178,1,297.3,308.5,1398,60.4,12,0
1179,1,297.3,308.4,1441,43.4,14,0
1180,0,297.3,308.4,1531,35.6,16,0
1181,1,297.2,308.3,1379,52.1,21,0
1182,1,297.3,308.3,1410,48.1,23,0
1183,1,297.3,308.4,1513,40.5,25,0
1184,1,297.3,308.5,1497,47.5,27,0
1185,1,297.3,308.4,1491,46.5,29,0
1186,1,297.3,308.4,1417,47.8,31,0
1187,2,297.4,308.6,1522,38.0,33,0
1188,1,297.3,308.4,1339,52.1,36,0
1189,2,297.2,308.3,1794,27.5,38,0
1190,1,297.2,308.4,1460,42.1,41,0
1191,2,297.2,308.3,1776,28.0,43,0
1192,2,297.2,308.3,1431,43.7,46,0
1193,1,297.1,308.2,1347,50.8,49,0
1194,2,297.0,308.1,1507,43.1,51,0
1195,2,297.0,308.0,1408,47.9,54,0
1196,2,297.0,307.9,1493,34.7,57,0
1197,2,296.9,307.9,1441,47.6,60,0
1198,0,296.9,307.9,1557,36.5,63,0
1199,2,296.9,307.9,1979,20.4,68,0
1200,2,296.9,308.0,1430,55.9,71,0
